,år,område,sektor,jobtype,numbers
9529,2016,region-sjaelland,handel,service,269
9530,2016,region-sjaelland,handel,sikkerhed,117
9531,2016,region-sjaelland,industri,blik,262
9532,2016,region-sjaelland,industri,byggeri,558
9533,2016,region-sjaelland,industri,elektriker,463
9534,2016,region-sjaelland,industri,industri,297
9535,2016,region-sjaelland,industri,jern,299
9536,2016,region-sjaelland,industri,lager,360
9537,2016,region-sjaelland,industri,landbrug,247
9538,2016,region-sjaelland,industri,maling,69
9539,2016,region-sjaelland,industri,mekanik,509
9540,2016,region-sjaelland,industri,naeringsmiddel,381
9541,2016,region-sjaelland,industri,tekstil,38
9542,2016,region-sjaelland,industri,transport,625
9543,2016,region-sjaelland,industri,traeindustri,66
9544,2016,region-sjaelland,industri,toemrer,307
9545,2016,region-sjaelland,salg,design,21
9546,2016,region-sjaelland,salg,ejendomsmaegler,141
9547,2016,region-sjaelland,salg,grafisk,42
9548,2016,region-sjaelland,salg,kommunikation,119
9549,2016,region-sjaelland,salg,kultur,218
9550,2016,region-sjaelland,salg,marketing,173
9551,2016,region-sjaelland,salg,salg,1611
9552,2016,region-sjaelland,salg,salgskurser,4
9553,2016,region-sjaelland,salg,franchise,19
9554,2016,region-sjaelland,salg,telemarketing,113
9555,2016,region-sjaelland,undervisning,bibliotek,23
9556,2016,region-sjaelland,undervisning,forskning,463
9557,2016,region-sjaelland,undervisning,laerer,1631
9558,2016,region-sjaelland,undervisning,paedagog,1961
9559,2016,region-sjaelland,kontor,akademisk,0
9560,2016,region-sjaelland,kontor,ejendomsmaegler,141
9561,2016,region-sjaelland,kontor,ejendomsservice,137
9562,2016,region-sjaelland,kontor,finans,330
9563,2016,region-sjaelland,kontor,indkoeb,102
9564,2016,region-sjaelland,kontor,jura,110
9565,2016,region-sjaelland,kontor,kontor,1326
9566,2016,region-sjaelland,kontor,kontorkurser,9
9567,2016,region-sjaelland,kontor,kontorelev,164
9568,2016,region-sjaelland,kontor,logistik,178
9569,2016,region-sjaelland,kontor,offentlig,631
9570,2016,region-sjaelland,kontor,oversaettelse,42
9571,2016,region-sjaelland,kontor,sekretaer,173
9572,2016,region-sjaelland,kontor,oekonomi,642
9573,2016,region-sjaelland,social,laege,802
9574,2016,region-sjaelland,social,laegesekretaer,260
9575,2016,region-sjaelland,social,pleje,2139
9576,2016,region-sjaelland,social,psykologi,176
9577,2016,region-sjaelland,social,socialraadgivning,435
9578,2016,region-sjaelland,social,tandlaege,211
9579,2016,region-sjaelland,social,teknisksundhed,65
9580,2016,region-sjaelland,social,terapi,363
9581,2016,region-sjaelland,oevrige,elev,295
9582,2016,region-sjaelland,oevrige,forsvar,0
9583,2016,region-sjaelland,oevrige,frivilligt,745
9584,2016,region-sjaelland,oevrige,student,269
9585,2016,region-sjaelland,oevrige,studiepraktik,37
9586,2016,region-sjaelland,oevrige,oevrige,811
9587,2016,region-sjaelland,oevrige,kurseroevrige,4
9588,2016,fyn,it,database,49
9589,2016,fyn,it,itdrift,181
9590,2016,fyn,it,itkurser,183
9591,2016,fyn,it,itledelse,55
9592,2016,fyn,it,internet,89
9593,2016,fyn,it,systemudvikling,456
9594,2016,fyn,it,telekom,14
9595,2016,fyn,it,virksomhedssystemer,82
9596,2016,fyn,ingenioer,byggeteknik,370
9597,2016,fyn,ingenioer,elektronik,205
9598,2016,fyn,ingenioer,kemi,176
9599,2016,fyn,ingenioer,teknikledelse,130
9600,2016,fyn,ingenioer,maskiningenioer,319
9601,2016,fyn,ingenioer,medicinal,124
9602,2016,fyn,ingenioer,produktionsteknik,302
9603,2016,fyn,ledelse,detailledelse,0
9604,2016,fyn,ledelse,freelancekonsulent,138
9605,2016,fyn,ledelse,hrkurser,11
9606,2016,fyn,ledelse,itledelse,55
9607,2016,fyn,ledelse,institutions,140
9608,2016,fyn,ledelse,leder,578
9609,2016,fyn,ledelse,teknikledelse,130
9610,2016,fyn,ledelse,personale,126
9611,2016,fyn,ledelse,projektledelse,451
9612,2016,fyn,ledelse,salgschef,121
9613,2016,fyn,ledelse,topledelse,25
9614,2016,fyn,ledelse,virksomhedsudvikling,0
9615,2016,fyn,ledelse,oekonomichef,60
9616,2016,fyn,handel,bud,39
9617,2016,fyn,handel,boernepasning,62
9618,2016,fyn,handel,detailhandel,1126
9619,2016,fyn,handel,ejendomsservice,67
9620,2016,fyn,handel,frisoer,57
9621,2016,fyn,handel,hotel,680
9622,2016,fyn,handel,rengoering,608
9623,2016,fyn,handel,service,141
9624,2016,fyn,handel,sikkerhed,55
9625,2016,fyn,industri,blik,165
9626,2016,fyn,industri,byggeri,232
9627,2016,fyn,industri,elektriker,323
9628,2016,fyn,industri,industri,211
9629,2016,fyn,industri,jern,196
9630,2016,fyn,industri,lager,201
9631,2016,fyn,industri,landbrug,142
9632,2016,fyn,industri,maling,33
9633,2016,fyn,industri,mekanik,266
9634,2016,fyn,industri,naeringsmiddel,198
9635,2016,fyn,industri,tekstil,29
9636,2016,fyn,industri,transport,310
9637,2016,fyn,industri,traeindustri,41
9638,2016,fyn,industri,toemrer,144
9639,2016,fyn,salg,design,14
9640,2016,fyn,salg,ejendomsmaegler,28
9641,2016,fyn,salg,grafisk,37
9642,2016,fyn,salg,kommunikation,91
9643,2016,fyn,salg,kultur,136
9644,2016,fyn,salg,marketing,176
9645,2016,fyn,salg,salg,1433
9646,2016,fyn,salg,salgskurser,6
9647,2016,fyn,salg,franchise,20
9648,2016,fyn,salg,telemarketing,115
9649,2016,fyn,undervisning,bibliotek,13
9650,2016,fyn,undervisning,forskning,547
9651,2016,fyn,undervisning,laerer,723
9652,2016,fyn,undervisning,paedagog,952
9653,2016,fyn,kontor,akademisk,0
9654,2016,fyn,kontor,ejendomsmaegler,28
9655,2016,fyn,kontor,ejendomsservice,67
9656,2016,fyn,kontor,finans,268
9657,2016,fyn,kontor,indkoeb,100
9658,2016,fyn,kontor,jura,74
9659,2016,fyn,kontor,kontor,704
9660,2016,fyn,kontor,kontorkurser,18
9661,2016,fyn,kontor,kontorelev,117
9662,2016,fyn,kontor,logistik,163
9663,2016,fyn,kontor,offentlig,368
9664,2016,fyn,kontor,oversaettelse,130
9665,2016,fyn,kontor,sekretaer,158
9666,2016,fyn,kontor,oekonomi,511
9667,2016,fyn,social,laege,295
9668,2016,fyn,social,laegesekretaer,240
9669,2016,fyn,social,pleje,980
9670,2016,fyn,social,psykologi,120
9671,2016,fyn,social,socialraadgivning,284
9672,2016,fyn,social,tandlaege,93
9673,2016,fyn,social,teknisksundhed,70
9674,2016,fyn,social,terapi,167
9675,2016,fyn,oevrige,elev,239
9676,2016,fyn,oevrige,forsvar,0
9677,2016,fyn,oevrige,frivilligt,896
9678,2016,fyn,oevrige,student,209
9679,2016,fyn,oevrige,studiepraktik,52
9680,2016,fyn,oevrige,oevrige,463
9681,2016,fyn,oevrige,kurseroevrige,8
9682,2016,region-nordjylland,it,database,65
9683,2016,region-nordjylland,it,itdrift,204
9684,2016,region-nordjylland,it,itkurser,204
9685,2016,region-nordjylland,it,itledelse,84
9686,2016,region-nordjylland,it,internet,74
9687,2016,region-nordjylland,it,systemudvikling,560
9688,2016,region-nordjylland,it,telekom,40
9689,2016,region-nordjylland,it,virksomhedssystemer,87
9690,2016,region-nordjylland,ingenioer,byggeteknik,379
9691,2016,region-nordjylland,ingenioer,elektronik,261
9692,2016,region-nordjylland,ingenioer,kemi,139
9693,2016,region-nordjylland,ingenioer,teknikledelse,161
9694,2016,region-nordjylland,ingenioer,maskiningenioer,435
9695,2016,region-nordjylland,ingenioer,medicinal,97
9696,2016,region-nordjylland,ingenioer,produktionsteknik,400
9697,2016,region-nordjylland,ledelse,detailledelse,0
9698,2016,region-nordjylland,ledelse,freelancekonsulent,76
9699,2016,region-nordjylland,ledelse,hrkurser,12
9700,2016,region-nordjylland,ledelse,itledelse,84
9701,2016,region-nordjylland,ledelse,institutions,140
9702,2016,region-nordjylland,ledelse,leder,556
9703,2016,region-nordjylland,ledelse,teknikledelse,161
9704,2016,region-nordjylland,ledelse,personale,152
9705,2016,region-nordjylland,ledelse,projektledelse,496
9706,2016,region-nordjylland,ledelse,salgschef,135
9707,2016,region-nordjylland,ledelse,topledelse,44
9708,2016,region-nordjylland,ledelse,virksomhedsudvikling,0
9709,2016,region-nordjylland,ledelse,oekonomichef,40
9710,2016,region-nordjylland,handel,bud,43
9711,2016,region-nordjylland,handel,boernepasning,101
9712,2016,region-nordjylland,handel,detailhandel,1739
9713,2016,region-nordjylland,handel,ejendomsservice,86
9714,2016,region-nordjylland,handel,frisoer,65
9715,2016,region-nordjylland,handel,hotel,915
9716,2016,region-nordjylland,handel,rengoering,500
9717,2016,region-nordjylland,handel,service,231
9718,2016,region-nordjylland,handel,sikkerhed,68
9719,2016,region-nordjylland,industri,blik,144
9720,2016,region-nordjylland,industri,byggeri,282
9721,2016,region-nordjylland,industri,elektriker,371
9722,2016,region-nordjylland,industri,industri,241
9723,2016,region-nordjylland,industri,jern,345
9724,2016,region-nordjylland,industri,lager,187
9725,2016,region-nordjylland,industri,landbrug,145
9726,2016,region-nordjylland,industri,maling,78
9727,2016,region-nordjylland,industri,mekanik,403
9728,2016,region-nordjylland,industri,naeringsmiddel,281
9729,2016,region-nordjylland,industri,tekstil,52
9730,2016,region-nordjylland,industri,transport,381
9731,2016,region-nordjylland,industri,traeindustri,53
9732,2016,region-nordjylland,industri,toemrer,202
9733,2016,region-nordjylland,salg,design,19
9734,2016,region-nordjylland,salg,ejendomsmaegler,75
9735,2016,region-nordjylland,salg,grafisk,38
9736,2016,region-nordjylland,salg,kommunikation,152
9737,2016,region-nordjylland,salg,kultur,230
9738,2016,region-nordjylland,salg,marketing,171
9739,2016,region-nordjylland,salg,salg,1398
9740,2016,region-nordjylland,salg,salgskurser,6
9741,2016,region-nordjylland,salg,franchise,25
9742,2016,region-nordjylland,salg,telemarketing,89
9743,2016,region-nordjylland,undervisning,bibliotek,36
9744,2016,region-nordjylland,undervisning,forskning,900
9745,2016,region-nordjylland,undervisning,laerer,1040
9746,2016,region-nordjylland,undervisning,paedagog,1670
9747,2016,region-nordjylland,kontor,akademisk,0
9748,2016,region-nordjylland,kontor,ejendomsmaegler,75
9749,2016,region-nordjylland,kontor,ejendomsservice,86
9750,2016,region-nordjylland,kontor,finans,266
9751,2016,region-nordjylland,kontor,indkoeb,113
9752,2016,region-nordjylland,kontor,jura,118
9753,2016,region-nordjylland,kontor,kontor,1446
9754,2016,region-nordjylland,kontor,kontorkurser,29
9755,2016,region-nordjylland,kontor,kontorelev,179
9756,2016,region-nordjylland,kontor,logistik,180
9757,2016,region-nordjylland,kontor,offentlig,383
9758,2016,region-nordjylland,kontor,oversaettelse,113
9759,2016,region-nordjylland,kontor,sekretaer,183
9760,2016,region-nordjylland,kontor,oekonomi,683
9761,2016,region-nordjylland,social,laege,461
9762,2016,region-nordjylland,social,laegesekretaer,158
9763,2016,region-nordjylland,social,pleje,1437
9764,2016,region-nordjylland,social,psykologi,166
9765,2016,region-nordjylland,social,socialraadgivning,431
9766,2016,region-nordjylland,social,tandlaege,144
9767,2016,region-nordjylland,social,teknisksundhed,39
9768,2016,region-nordjylland,social,terapi,185
9769,2016,region-nordjylland,oevrige,elev,320
9770,2016,region-nordjylland,oevrige,forsvar,0
9771,2016,region-nordjylland,oevrige,frivilligt,551
9772,2016,region-nordjylland,oevrige,student,260
9773,2016,region-nordjylland,oevrige,studiepraktik,44
9774,2016,region-nordjylland,oevrige,oevrige,897
9775,2016,region-nordjylland,oevrige,kurseroevrige,23
9776,2016,region-midtjylland,it,database,210
9777,2016,region-midtjylland,it,itdrift,846
9778,2016,region-midtjylland,it,itkurser,234
9779,2016,region-midtjylland,it,itledelse,469
9780,2016,region-midtjylland,it,internet,445
9781,2016,region-midtjylland,it,systemudvikling,2375
9782,2016,region-midtjylland,it,telekom,82
9783,2016,region-midtjylland,it,virksomhedssystemer,539
9784,2016,region-midtjylland,ingenioer,byggeteknik,1200
9785,2016,region-midtjylland,ingenioer,elektronik,909
9786,2016,region-midtjylland,ingenioer,kemi,499
9787,2016,region-midtjylland,ingenioer,teknikledelse,499
9788,2016,region-midtjylland,ingenioer,maskiningenioer,1358
9789,2016,region-midtjylland,ingenioer,medicinal,370
9790,2016,region-midtjylland,ingenioer,produktionsteknik,1324
9791,2016,region-midtjylland,ledelse,detailledelse,0
9792,2016,region-midtjylland,ledelse,freelancekonsulent,368
9793,2016,region-midtjylland,ledelse,hrkurser,28
9794,2016,region-midtjylland,ledelse,itledelse,469
9795,2016,region-midtjylland,ledelse,institutions,300
9796,2016,region-midtjylland,ledelse,leder,1481
9797,2016,region-midtjylland,ledelse,teknikledelse,499
9798,2016,region-midtjylland,ledelse,personale,546
9799,2016,region-midtjylland,ledelse,projektledelse,1846
9800,2016,region-midtjylland,ledelse,salgschef,368
9801,2016,region-midtjylland,ledelse,topledelse,83
9802,2016,region-midtjylland,ledelse,virksomhedsudvikling,0
9803,2016,region-midtjylland,ledelse,oekonomichef,171
9804,2016,region-midtjylland,handel,bud,85
9805,2016,region-midtjylland,handel,boernepasning,148
9806,2016,region-midtjylland,handel,detailhandel,4628
9807,2016,region-midtjylland,handel,ejendomsservice,185
9808,2016,region-midtjylland,handel,frisoer,153
9809,2016,region-midtjylland,handel,hotel,2309
9810,2016,region-midtjylland,handel,rengoering,1948
9811,2016,region-midtjylland,handel,service,522
9812,2016,region-midtjylland,handel,sikkerhed,163
9813,2016,region-midtjylland,industri,blik,457
9814,2016,region-midtjylland,industri,byggeri,786
9815,2016,region-midtjylland,industri,elektriker,1040
9816,2016,region-midtjylland,industri,industri,730
9817,2016,region-midtjylland,industri,jern,846
9818,2016,region-midtjylland,industri,lager,642
9819,2016,region-midtjylland,industri,landbrug,452
9820,2016,region-midtjylland,industri,maling,150
9821,2016,region-midtjylland,industri,mekanik,1041
9822,2016,region-midtjylland,industri,naeringsmiddel,633
9823,2016,region-midtjylland,industri,tekstil,123
9824,2016,region-midtjylland,industri,transport,1125
9825,2016,region-midtjylland,industri,traeindustri,186
9826,2016,region-midtjylland,industri,toemrer,478
9827,2016,region-midtjylland,salg,design,125
9828,2016,region-midtjylland,salg,ejendomsmaegler,169
9829,2016,region-midtjylland,salg,grafisk,242
9830,2016,region-midtjylland,salg,kommunikation,411
9831,2016,region-midtjylland,salg,kultur,404
9832,2016,region-midtjylland,salg,marketing,867
9833,2016,region-midtjylland,salg,salg,3444
9834,2016,region-midtjylland,salg,salgskurser,32
9835,2016,region-midtjylland,salg,franchise,28
9836,2016,region-midtjylland,salg,telemarketing,588
9837,2016,region-midtjylland,undervisning,bibliotek,61
9838,2016,region-midtjylland,undervisning,forskning,1417
9839,2016,region-midtjylland,undervisning,laerer,2109
9840,2016,region-midtjylland,undervisning,paedagog,3462
9841,2016,region-midtjylland,kontor,akademisk,0
9842,2016,region-midtjylland,kontor,ejendomsmaegler,169
9843,2016,region-midtjylland,kontor,ejendomsservice,185
9844,2016,region-midtjylland,kontor,finans,791
9845,2016,region-midtjylland,kontor,indkoeb,628
9846,2016,region-midtjylland,kontor,jura,363
9847,2016,region-midtjylland,kontor,kontor,3228
9848,2016,region-midtjylland,kontor,kontorkurser,78
9849,2016,region-midtjylland,kontor,kontorelev,430
9850,2016,region-midtjylland,kontor,logistik,740
9851,2016,region-midtjylland,kontor,offentlig,849
9852,2016,region-midtjylland,kontor,oversaettelse,483
9853,2016,region-midtjylland,kontor,sekretaer,446
9854,2016,region-midtjylland,kontor,oekonomi,2004
9855,2016,region-midtjylland,social,laege,1133
9856,2016,region-midtjylland,social,laegesekretaer,342
9857,2016,region-midtjylland,social,pleje,2952
9858,2016,region-midtjylland,social,psykologi,275
9859,2016,region-midtjylland,social,socialraadgivning,703
9860,2016,region-midtjylland,social,tandlaege,322
9861,2016,region-midtjylland,social,teknisksundhed,89
9862,2016,region-midtjylland,social,terapi,617
9863,2016,region-midtjylland,oevrige,elev,627
9864,2016,region-midtjylland,oevrige,forsvar,0
9865,2016,region-midtjylland,oevrige,frivilligt,1673
9866,2016,region-midtjylland,oevrige,student,715
9867,2016,region-midtjylland,oevrige,studiepraktik,221
9868,2016,region-midtjylland,oevrige,oevrige,1741
9869,2016,region-midtjylland,oevrige,kurseroevrige,22
9870,2016,sydjylland,it,database,75
9871,2016,sydjylland,it,itdrift,362
9872,2016,sydjylland,it,itkurser,180
9873,2016,sydjylland,it,itledelse,163
9874,2016,sydjylland,it,internet,162
9875,2016,sydjylland,it,systemudvikling,733
9876,2016,sydjylland,it,telekom,57
9877,2016,sydjylland,it,virksomhedssystemer,244
9878,2016,sydjylland,ingenioer,byggeteknik,693
9879,2016,sydjylland,ingenioer,elektronik,576
9880,2016,sydjylland,ingenioer,kemi,323
9881,2016,sydjylland,ingenioer,teknikledelse,377
9882,2016,sydjylland,ingenioer,maskiningenioer,938
9883,2016,sydjylland,ingenioer,medicinal,222
9884,2016,sydjylland,ingenioer,produktionsteknik,1005
9885,2016,sydjylland,ledelse,detailledelse,0
9886,2016,sydjylland,ledelse,freelancekonsulent,196
9887,2016,sydjylland,ledelse,hrkurser,2
9888,2016,sydjylland,ledelse,itledelse,163
9889,2016,sydjylland,ledelse,institutions,196
9890,2016,sydjylland,ledelse,leder,937
9891,2016,sydjylland,ledelse,teknikledelse,377
9892,2016,sydjylland,ledelse,personale,333
9893,2016,sydjylland,ledelse,projektledelse,1106
9894,2016,sydjylland,ledelse,salgschef,154
9895,2016,sydjylland,ledelse,topledelse,40
9896,2016,sydjylland,ledelse,virksomhedsudvikling,0
9897,2016,sydjylland,ledelse,oekonomichef,86
9898,2016,sydjylland,handel,bud,31
9899,2016,sydjylland,handel,boernepasning,99
9900,2016,sydjylland,handel,detailhandel,2083
9901,2016,sydjylland,handel,ejendomsservice,101
9902,2016,sydjylland,handel,frisoer,76
9903,2016,sydjylland,handel,hotel,1099
9904,2016,sydjylland,handel,rengoering,972
9905,2016,sydjylland,handel,service,225
9906,2016,sydjylland,handel,sikkerhed,116
9907,2016,sydjylland,industri,blik,218
9908,2016,sydjylland,industri,byggeri,451
9909,2016,sydjylland,industri,elektriker,719
9910,2016,sydjylland,industri,industri,536
9911,2016,sydjylland,industri,jern,543
9912,2016,sydjylland,industri,lager,557
9913,2016,sydjylland,industri,landbrug,236
9914,2016,sydjylland,industri,maling,70
9915,2016,sydjylland,industri,mekanik,755
9916,2016,sydjylland,industri,naeringsmiddel,318
9917,2016,sydjylland,industri,tekstil,65
9918,2016,sydjylland,industri,transport,722
9919,2016,sydjylland,industri,traeindustri,84
9920,2016,sydjylland,industri,toemrer,298
9921,2016,sydjylland,salg,design,68
9922,2016,sydjylland,salg,ejendomsmaegler,133
9923,2016,sydjylland,salg,grafisk,113
9924,2016,sydjylland,salg,kommunikation,180
9925,2016,sydjylland,salg,kultur,225
9926,2016,sydjylland,salg,marketing,450
9927,2016,sydjylland,salg,salg,1983
9928,2016,sydjylland,salg,salgskurser,3
9929,2016,sydjylland,salg,franchise,22
9930,2016,sydjylland,salg,telemarketing,107
9931,2016,sydjylland,undervisning,bibliotek,31
9932,2016,sydjylland,undervisning,forskning,263
9933,2016,sydjylland,undervisning,laerer,1262
9934,2016,sydjylland,undervisning,paedagog,1472
9935,2016,sydjylland,kontor,akademisk,0
9936,2016,sydjylland,kontor,ejendomsmaegler,133
9937,2016,sydjylland,kontor,ejendomsservice,101
9938,2016,sydjylland,kontor,finans,556
9939,2016,sydjylland,kontor,indkoeb,352
9940,2016,sydjylland,kontor,jura,203
9941,2016,sydjylland,kontor,kontor,1776
9942,2016,sydjylland,kontor,kontorkurser,8
9943,2016,sydjylland,kontor,kontorelev,260
9944,2016,sydjylland,kontor,logistik,558
9945,2016,sydjylland,kontor,offentlig,565
9946,2016,sydjylland,kontor,oversaettelse,266
9947,2016,sydjylland,kontor,sekretaer,253
9948,2016,sydjylland,kontor,oekonomi,1211
9949,2016,sydjylland,social,laege,565
9950,2016,sydjylland,social,laegesekretaer,132
9951,2016,sydjylland,social,pleje,1696
9952,2016,sydjylland,social,psykologi,147
9953,2016,sydjylland,social,socialraadgivning,405
9954,2016,sydjylland,social,tandlaege,191
9955,2016,sydjylland,social,teknisksundhed,74
9956,2016,sydjylland,social,terapi,272
9957,2016,sydjylland,oevrige,elev,390
9958,2016,sydjylland,oevrige,forsvar,0
9959,2016,sydjylland,oevrige,frivilligt,719
9960,2016,sydjylland,oevrige,student,355
9961,2016,sydjylland,oevrige,studiepraktik,84
9962,2016,sydjylland,oevrige,oevrige,1056
9963,2016,sydjylland,oevrige,kurseroevrige,6
9964,2016,bornholm,it,database,1
9965,2016,bornholm,it,itdrift,9
9966,2016,bornholm,it,itkurser,175
9967,2016,bornholm,it,itledelse,1
9968,2016,bornholm,it,internet,1
9969,2016,bornholm,it,systemudvikling,9
9970,2016,bornholm,it,telekom,1
9971,2016,bornholm,it,virksomhedssystemer,1
9972,2016,bornholm,ingenioer,byggeteknik,11
9973,2016,bornholm,ingenioer,elektronik,6
9974,2016,bornholm,ingenioer,kemi,4
9975,2016,bornholm,ingenioer,teknikledelse,2
9976,2016,bornholm,ingenioer,maskiningenioer,12
9977,2016,bornholm,ingenioer,medicinal,7
9978,2016,bornholm,ingenioer,produktionsteknik,10
9979,2016,bornholm,ledelse,detailledelse,0
9980,2016,bornholm,ledelse,freelancekonsulent,15
9981,2016,bornholm,ledelse,hrkurser,2
9982,2016,bornholm,ledelse,itledelse,1
9983,2016,bornholm,ledelse,institutions,13
9984,2016,bornholm,ledelse,leder,30
9985,2016,bornholm,ledelse,teknikledelse,2
9986,2016,bornholm,ledelse,personale,4
9987,2016,bornholm,ledelse,projektledelse,8
9988,2016,bornholm,ledelse,salgschef,4
9989,2016,bornholm,ledelse,topledelse,4
9990,2016,bornholm,ledelse,virksomhedsudvikling,0
9991,2016,bornholm,ledelse,oekonomichef,3
9992,2016,bornholm,handel,bud,1
9993,2016,bornholm,handel,boernepasning,1
9994,2016,bornholm,handel,detailhandel,79
9995,2016,bornholm,handel,ejendomsservice,7
9996,2016,bornholm,handel,frisoer,2
9997,2016,bornholm,handel,hotel,80
9998,2016,bornholm,handel,rengoering,27
9999,2016,bornholm,handel,service,13
10000,2016,bornholm,handel,sikkerhed,8
10001,2016,bornholm,industri,blik,9
10002,2016,bornholm,industri,byggeri,2
10003,2016,bornholm,industri,elektriker,6
10004,2016,bornholm,industri,industri,7
10005,2016,bornholm,industri,jern,9
10006,2016,bornholm,industri,lager,11
10007,2016,bornholm,industri,landbrug,13
10008,2016,bornholm,industri,maling,5
10009,2016,bornholm,industri,mekanik,21
10010,2016,bornholm,industri,naeringsmiddel,14
10011,2016,bornholm,industri,tekstil,2
10012,2016,bornholm,industri,transport,18
10013,2016,bornholm,industri,traeindustri,1
10014,2016,bornholm,industri,toemrer,11
10015,2016,bornholm,salg,design,3
10016,2016,bornholm,salg,ejendomsmaegler,5
10017,2016,bornholm,salg,grafisk,1
10018,2016,bornholm,salg,kommunikation,8
10019,2016,bornholm,salg,kultur,15
10020,2016,bornholm,salg,marketing,9
10021,2016,bornholm,salg,salg,50
10022,2016,bornholm,salg,salgskurser,3
10023,2016,bornholm,salg,franchise,6
10024,2016,bornholm,salg,telemarketing,9
10025,2016,bornholm,undervisning,bibliotek,5
10026,2016,bornholm,undervisning,forskning,11
10027,2016,bornholm,undervisning,laerer,74
10028,2016,bornholm,undervisning,paedagog,109
10029,2016,bornholm,kontor,akademisk,0
10030,2016,bornholm,kontor,ejendomsmaegler,5
10031,2016,bornholm,kontor,ejendomsservice,7
10032,2016,bornholm,kontor,finans,11
10033,2016,bornholm,kontor,indkoeb,2
10034,2016,bornholm,kontor,jura,5
10035,2016,bornholm,kontor,kontor,62
10036,2016,bornholm,kontor,kontorkurser,8
10037,2016,bornholm,kontor,kontorelev,9
10038,2016,bornholm,kontor,logistik,4
10039,2016,bornholm,kontor,offentlig,15
10040,2016,bornholm,kontor,oversaettelse,1
10041,2016,bornholm,kontor,sekretaer,9
10042,2016,bornholm,kontor,oekonomi,22
10043,2016,bornholm,social,laege,5
10044,2016,bornholm,social,laegesekretaer,7
10045,2016,bornholm,social,pleje,125
10046,2016,bornholm,social,psykologi,10
10047,2016,bornholm,social,socialraadgivning,18
10048,2016,bornholm,social,tandlaege,8
10049,2016,bornholm,social,teknisksundhed,2
10050,2016,bornholm,social,terapi,6
10051,2016,bornholm,oevrige,elev,23
10052,2016,bornholm,oevrige,forsvar,0
10053,2016,bornholm,oevrige,frivilligt,23
10054,2016,bornholm,oevrige,student,33
10055,2016,bornholm,oevrige,studiepraktik,1
10056,2016,bornholm,oevrige,oevrige,58
10057,2016,bornholm,oevrige,kurseroevrige,3
10058,2016,skaane,it,database,1
10059,2016,skaane,it,itdrift,4
10060,2016,skaane,it,itkurser,0
10061,2016,skaane,it,itledelse,2
10062,2016,skaane,it,internet,2
10063,2016,skaane,it,systemudvikling,28
10064,2016,skaane,it,telekom,0
10065,2016,skaane,it,virksomhedssystemer,2
10066,2016,skaane,ingenioer,byggeteknik,3
10067,2016,skaane,ingenioer,elektronik,5
10068,2016,skaane,ingenioer,kemi,8
10069,2016,skaane,ingenioer,teknikledelse,2
10070,2016,skaane,ingenioer,maskiningenioer,7
10071,2016,skaane,ingenioer,medicinal,9
10072,2016,skaane,ingenioer,produktionsteknik,3
10073,2016,skaane,ledelse,detailledelse,0
10074,2016,skaane,ledelse,freelancekonsulent,0
10075,2016,skaane,ledelse,hrkurser,0
10076,2016,skaane,ledelse,itledelse,2
10077,2016,skaane,ledelse,institutions,0
10078,2016,skaane,ledelse,leder,8
10079,2016,skaane,ledelse,teknikledelse,2
10080,2016,skaane,ledelse,personale,4
10081,2016,skaane,ledelse,projektledelse,21
10082,2016,skaane,ledelse,salgschef,6
10083,2016,skaane,ledelse,topledelse,0
10084,2016,skaane,ledelse,virksomhedsudvikling,0
10085,2016,skaane,ledelse,oekonomichef,1
10086,2016,skaane,handel,bud,0
10087,2016,skaane,handel,boernepasning,0
10088,2016,skaane,handel,detailhandel,1
10089,2016,skaane,handel,ejendomsservice,0
10090,2016,skaane,handel,frisoer,0
10091,2016,skaane,handel,hotel,1
10092,2016,skaane,handel,rengoering,1
10093,2016,skaane,handel,service,0
10094,2016,skaane,handel,sikkerhed,0
10095,2016,skaane,industri,blik,0
10096,2016,skaane,industri,byggeri,1
10097,2016,skaane,industri,elektriker,0
10098,2016,skaane,industri,industri,2
10099,2016,skaane,industri,jern,1
10100,2016,skaane,industri,lager,0
10101,2016,skaane,industri,landbrug,0
10102,2016,skaane,industri,maling,0
10103,2016,skaane,industri,mekanik,2
10104,2016,skaane,industri,naeringsmiddel,0
10105,2016,skaane,industri,tekstil,0
10106,2016,skaane,industri,transport,2
10107,2016,skaane,industri,traeindustri,1
10108,2016,skaane,industri,toemrer,1
10109,2016,skaane,salg,design,0
10110,2016,skaane,salg,ejendomsmaegler,0
10111,2016,skaane,salg,grafisk,2
10112,2016,skaane,salg,kommunikation,6
10113,2016,skaane,salg,kultur,0
10114,2016,skaane,salg,marketing,22
10115,2016,skaane,salg,salg,44
10116,2016,skaane,salg,salgskurser,0
10117,2016,skaane,salg,franchise,0
10118,2016,skaane,salg,telemarketing,1
10119,2016,skaane,undervisning,bibliotek,0
10120,2016,skaane,undervisning,forskning,4
10121,2016,skaane,undervisning,laerer,0
10122,2016,skaane,undervisning,paedagog,0
10123,2016,skaane,kontor,akademisk,0
10124,2016,skaane,kontor,ejendomsmaegler,0
10125,2016,skaane,kontor,ejendomsservice,0
10126,2016,skaane,kontor,finans,20
10127,2016,skaane,kontor,indkoeb,4
10128,2016,skaane,kontor,jura,1
10129,2016,skaane,kontor,kontor,10
10130,2016,skaane,kontor,kontorkurser,0
